Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,cleaned_text,sentiment_group,text_length_chars,text_length_words,engagement_total,hashtag_count
170,172," Boredom sets in, the day feels endlessly dull.     ", Boredom         ,28/09/2016 19:45, BoredMind         , Twitter  , #Boredom #LackOfInterest                     ,8.0,15.0, Canada        ,2016,9,28,19,boredom sets in the day feels endlessly dull,neutral,44,8,23.0,2
171,173," Anxiety grips my heart, worry clouds my thoughts.  ", Anxiety         ,15/04/2019 09:00, WorriedMind       , Instagram , #Anxiety #Worry                               ,12.0,25.0, UK           ,2019,4,15,9,anxiety grips my heart worry clouds my thoughts,neutral,47,8,37.0,2
172,174, Intimidation by the unknown future ahead.          , Intimidation    ,03/12/2021 18:30, FearfulSoul       , Facebook , #Intimidation #Fear                           ,15.0,30.0, India        ,2021,12,3,18,intimidation by the unknown future ahead,neutral,40,6,45.0,2
173,175, Helplessness sinks in as challenges pile up.       , Helplessness    ,20/06/2020 14:20, OverwhelmedHeart  , Twitter  , #Helplessness #Overwhelmed                    ,8.0,15.0, Australia    ,2020,6,20,14,helplessness sinks in as challenges pile up,neutral,43,7,23.0,2
174,176, Envy eats away at me as I see others' prosperity.  , Envy            ,07/11/2018 11:30, CovetousMind     , Instagram , #Envy #Desire                                ,10.0,20.0, Canada        ,2018,11,7,11,envy eats away at me as i see others prosperity,neutral,47,10,30.0,2
175,177, Regret over missed opportunities haunts my thoughts., Regret         ,25/08/2017 16:00, RemorsefulSoul   , Facebook , #Regret #MissedChances                       ,12.0,25.0, UK           ,2017,8,25,16,regret over missed opportunities haunts my thoughts,neutral,51,7,37.0,2
176,178, Disgust at the sight of injustice and cruelty.     , Disgust         ,11/02/2019 09:45, DisgustedHeart   , Twitter  , #Disgust #Injustice                          ,7.0,15.0, India        ,2019,2,11,9,disgust at the sight of injustice and cruelty,neutral,45,8,22.0,2
177,179," Drowning in despair, hope slipping through my fingers.", Despair      ,02/04/2016 20:20, HopelessHeart    , Instagram , #Despair #Hopeless                           ,10.0,20.0, USA          ,2016,4,2,20,drowning in despair hope slipping through my fingers,neutral,52,8,30.0,2
178,180," Grief weighs heavy, tears a constant companion.    ", Grief           ,18/10/2015 15:30, TearfulSoul      , Facebook , #Grief #Tears                                ,12.0,25.0, Canada        ,2015,10,18,15,grief weighs heavy tears a constant companion,neutral,45,7,37.0,2
179,181," Loneliness in a crowded room, a silent cry for connection.", Loneliness ,12/07/2019 18:10, IsolatedMind     , Twitter  , #Loneliness #SeekingConnection              ,15.0,30.0, UK            ,2019,7,12,18,loneliness in a crowded room a silent cry for connection,neutral,56,10,45.0,2
180,182," Jealousy gnaws at my confidence, a toxic emotion.  ", Jealousy        ,03/06/2018 16:30, SelfDoubt        , Instagram , #Jealousy #Insecurity                       ,8.0,15.0, India         ,2018,6,3,16,jealousy gnaws at my confidence a toxic emotion,neutral,47,8,23.0,2
181,183," Resentment festers, poisoning relationships.       ", Resentment      ,15/01/2022 12:00, BrokenTrust      , Facebook , #Resentment #BrokenTrust                     ,10.0,20.0, Australia    ,2022,1,15,12,resentment festers poisoning relationships,neutral,42,4,30.0,2
182,184," Frustration boils over, a volcanic eruption of emotions.", Frustration ,10/04/2017 14:45, ExplosiveMind    , Twitter  , #Frustration #EmotionalOutburst             ,12.0,25.0, USA          ,2017,4,10,14,frustration boils over a volcanic eruption of emotions,neutral,54,8,37.0,2
183,185," Boredom settles like dust, life feels mundane.     ", Boredom         ,28/11/2016 19:00, MundaneHeart     , Instagram , #Boredom #Monotony                          ,7.0,15.0, Canada        ,2016,11,28,19,boredom settles like dust life feels mundane,neutral,44,7,22.0,2
184,186," Anxiety grips my chest, a relentless grip on my thoughts.", Anxiety   ,05/09/2018 09:30, RestlessMind     , Facebook , #Anxiety #Restlessness                      ,10.0,20.0, UK            ,2018,9,5,9,anxiety grips my chest a relentless grip on my thoughts,neutral,55,10,30.0,2
185,187," Intimidation by the challenges ahead, fear takes hold.", Intimidation ,22/10/2021 18:30, FearfulJourney   , Twitter  , #Intimidation #FacingFear                   ,15.0,30.0, India         ,2021,10,22,18,intimidation by the challenges ahead fear takes hold,neutral,52,8,45.0,2
186,188," Helplessness engulfs me, drowning in a sea of problems.", Helplessness ,08/05/2019 14:20, OverwhelmedSoul  , Instagram , #Helplessness #Struggling                   ,8.0,15.0, Australia    ,2019,5,8,14,helplessness engulfs me drowning in a sea of problems,neutral,53,9,23.0,2
187,189," Envy poisons my thoughts, coveting others' success.", Envy            ,20/03/2017 11:30, GreenEyedMonster , Facebook , #Envy #Success                              ,10.0,20.0, Canada        ,2017,3,20,11,envy poisons my thoughts coveting others success,neutral,48,7,30.0,2
188,190, Regret for decisions that led to a painful present., Regret         ,15/12/2018 16:00, RegretfulMind    , Twitter  , #Regret #PastChoices                        ,12.0,25.0, USA          ,2018,12,15,16,regret for decisions that led to a painful present,neutral,50,9,37.0,2
189,191, Disgust at the corruption that stains society.     , Disgust         ,01/07/2016 09:45, CorruptedHeart   , Instagram , #Disgust #Corruption                        ,7.0,15.0, UK            ,2016,7,1,9,disgust at the corruption that stains society,neutral,45,7,22.0,2
190,192," Sinking in despair, each day darker than the last. ", Despair         ,20/08/2020 20:20, DrowningSoul     , Facebook , #Despair #DarkDays                          ,10.0,20.0, India         ,2020,8,20,20,sinking in despair each day darker than the last,neutral,48,9,30.0,2
191,193," Grief overwhelms, a storm of emotions within.      ", Grief           ,25/02/2021 15:30, StormyHeart      , Twitter  , #Grief #EmotionalStorm                      ,12.0,25.0, Canada        ,2021,2,25,15,grief overwhelms a storm of emotions within,neutral,43,7,37.0,2
192,194," Loneliness echoes in empty spaces, yearning for connection.", Loneliness ,12/09/2019 18:10, EchoingSoul     , Instagram , #Loneliness #YearningForConnection         ,15.0,30.0, Australia     ,2019,9,12,18,loneliness echoes in empty spaces yearning for connection,neutral,57,8,45.0,2
193,195," Jealousy poisons my thoughts, resentment brewing within.", Jealousy    ,05/08/2018 16:30, PoisonedMind    , Facebook , #Jealousy #Resentment                       ,8.0,15.0, USA           ,2018,8,5,16,jealousy poisons my thoughts resentment brewing within,neutral,54,7,23.0,2
194,196," Resentment festers, a wound that refuses to heal.  ", Resentment      ,12/01/2017 12:00, UnforgivingSoul  , Twitter  , #Resentment #Unforgiving                    ,10.0,20.0, India         ,2017,1,12,12,resentment festers a wound that refuses to heal,neutral,47,8,30.0,2
195,197," Frustration escalates, a thunderstorm of emotions. ", Frustration     ,05/04/2022 14:45, ThunderingMind   , Instagram , #Frustration #EmotionalOutburst            ,12.0,25.0, UK            ,2022,4,5,14,frustration escalates a thunderstorm of emotions,neutral,48,6,37.0,2
196,198," Boredom lingers, a stagnant pool of indifference.  ", Boredom         ,02/10/2021 19:00, StagnantHeart    , Facebook , #Boredom #Stagnation                        ,7.0,15.0, Canada        ,2021,10,2,19,boredom lingers a stagnant pool of indifference,neutral,47,7,22.0,2
197,199," Embarking on a journey of discovery, fueled by curiosity and a thirst for knowledge. ", Curiosity       ,15/04/2023 10:15, InquisitiveMind   , Twitter  , #Curiosity #Learning                        ,15.0,30.0, USA          ,2023,4,15,10,embarking on a journey of discovery fueled by curiosity and a thirst for knowledge,neutral,82,14,45.0,2
198,200," Lost in the vast sea of information, an indifferent wave in the digital ocean. ", Indifference    ,28/11/2022 17:30, ApatheticObserver , Instagram , #Indifference #DigitalOverload              ,7.0,15.0, Canada          ,2022,11,28,17,lost in the vast sea of information an indifferent wave in the digital ocean,neutral,76,14,22.0,2
199,201," The complex puzzle of life leaves me in a state of perpetual confusion, seeking answers in the chaos. ", Confusion       ,02/04/2020 09:45, SeekingClarity    , Facebook , #Confusion #LifePuzzle                     ,10.0,20.0, UK           ,2020,4,2,9,the complex puzzle of life leaves me in a state of perpetual confusion seeking answers in the chaos,neutral,99,18,30.0,2
200,202," A numbness settles over me, a shield against the overwhelming emotions life throws my way. ", Numbness        ,10/08/2021 14:00, EmotionallyDistant , Twitter  , #Numbness #EmotionalShield                 ,8.0,15.0, India        ,2021,8,10,14,a numbness settles over me a shield against the overwhelming emotions life throws my way,neutral,88,15,23.0,2
201,203," Gazing at the sunset, a melancholic longing for moments that slip through the fingers of time. ", Melancholy      ,18/06/2019 20:45, SunsetDreamer     , Instagram , #Melancholy #SunsetMoments                 ,12.0,25.0, Australia     ,2019,6,18,20,gazing at the sunset a melancholic longing for moments that slip through the fingers of time,neutral,92,16,37.0,2
202,204," Revisiting old photographs, caught in the embrace of nostalgia's bittersweet symphony. ", Nostalgia       ,05/02/2018 15:15, MemoryLaneTraveler , Facebook , #Nostalgia #MemoryLane                     ,10.0,20.0, USA          ,2018,2,5,15,revisiting old photographs caught in the embrace of nostalgias bittersweet symphony,neutral,83,11,30.0,2
203,205," Torn between conflicting emotions, an ambivalence that paints my decisions in shades of uncertainty. ", Ambivalence     ,30/05/2022 11:30, MixedFeelings     , Twitter  , #Ambivalence #UncertainChoices             ,12.0,25.0, Canada        ,2022,5,30,11,torn between conflicting emotions an ambivalence that paints my decisions in shades of uncertainty,neutral,98,14,37.0,2
204,206," Embracing the ebb and flow of life, finding acceptance in the dance of existence. ", Acceptance      ,10/01/2023 16:20, ZenLifestyle      , Instagram , #Acceptance #LifeJourney                   ,15.0,30.0, UK           ,2023,1,10,16,embracing the ebb and flow of life finding acceptance in the dance of existence,neutral,79,14,45.0,2
205,207," Facing challenges head-on, a determination that fuels the fire within to achieve the impossible. ", Determination   ,18/09/2020 13:45, ResilientSpirit   , Facebook , #Determination #AchieveTheImpossible       ,10.0,20.0, India        ,2020,9,18,13,facing challenges headon a determination that fuels the fire within to achieve the impossible,neutral,93,14,30.0,2
206,208," Serenity found in the stillness of nature, a tranquil retreat from the chaos of the modern world. ", Serenity        ,03/07/2021 19:00, NatureSoul        , Twitter  , #Serenity #NatureRetreat                   ,12.0,25.0, Australia    ,2021,7,3,19,serenity found in the stillness of nature a tranquil retreat from the chaos of the modern world,neutral,95,17,37.0,2
207,209," Curiosity leading me down the rabbit hole of knowledge, a perpetual student in life's classroom. ", Curiosity       ,08/10/2022 08:15, EternalLearner    , Instagram , #Curiosity #KnowledgeQuest                ,20.0,40.0, USA          ,2022,10,8,8,curiosity leading me down the rabbit hole of knowledge a perpetual student in lifes classroom,neutral,93,15,60.0,2
208,210," Floating through the day with an air of indifference, detached from the mundane happenings around. ", Indifference    ,22/03/2023 16:30, AloofObserver     , Facebook , #Indifference #FloatingThroughLife        ,10.0,20.0, Canada        ,2023,3,22,16,floating through the day with an air of indifference detached from the mundane happenings around,neutral,96,15,30.0,2
209,211," Entangled in the web of thoughts, confusion reigning as I navigate the labyrinth of ideas. ", Confusion       ,15/05/2021 11:45, ThoughtExplorer   , Twitter  , #Confusion #ThoughtLabyrinth              ,15.0,30.0, UK            ,2021,5,15,11,entangled in the web of thoughts confusion reigning as i navigate the labyrinth of ideas,neutral,88,15,45.0,2
210,212," Numb to the chaos, emotions locked away, a stoic facade concealing the inner turmoil. ", Numbness        ,28/12/2019 14:30, StoicSoul         , Instagram , #Numbness #StoicFacade                    ,8.0,15.0, Australia     ,2019,12,28,14,numb to the chaos emotions locked away a stoic facade concealing the inner turmoil,neutral,82,14,23.0,2
211,213," Melancholy whispers in the breeze, a silent conversation with the echoes of forgotten dreams. ", Melancholy      ,01/03/2020 19:00, DreamerInSilence  , Facebook , #Melancholy #WhispersInTheBreeze         ,12.0,25.0, India         ,2020,3,1,19,melancholy whispers in the breeze a silent conversation with the echoes of forgotten dreams,neutral,91,14,37.0,2
212,214," Stumbling upon an old journal, nostalgia flooding in waves, carrying me to moments long gone. ", Nostalgia       ,10/07/2018 15:45, JournalKeeper     , Twitter  , #Nostalgia #JournalMoments               ,10.0,20.0, Canada        ,2018,7,10,15,stumbling upon an old journal nostalgia flooding in waves carrying me to moments long gone,neutral,90,15,30.0,2
213,215," A tapestry of conflicting feelings, weaving through uncertainty, caught in the threads of ambivalence. ", Ambivalence     ,05/01/2022 10:30, ThreadWeaver      , Instagram , #Ambivalence #ConflictingFeelings        ,12.0,25.0, UK            ,2022,1,5,10,a tapestry of conflicting feelings weaving through uncertainty caught in the threads of ambivalence,neutral,99,14,37.0,2
214,216," Embracing the flaws, finding acceptance in imperfection, a journey towards self-love. ", Acceptance      ,20/08/2021 16:20, SelfLoveAdvocate  , Facebook , #Acceptance #SelfLoveJourney              ,15.0,30.0, Australia    ,2021,8,20,16,embracing the flaws finding acceptance in imperfection a journey towards selflove,neutral,81,11,45.0,2
215,217," Determination burning like a wildfire, overcoming obstacles, turning dreams into reality. ", Determination   ,03/11/2019 13:45, DreamChaser       , Twitter  , #Determination #DreamsIntoReality        ,18.0,35.0, USA          ,2019,11,3,13,determination burning like a wildfire overcoming obstacles turning dreams into reality,neutral,86,11,53.0,2
216,218," Tranquil moments by the ocean, serenity washing over, a peaceful retreat within the waves' embrace. ", Serenity        ,12/04/2020 19:30, OceanSoul         , Instagram , #Serenity #OceanRetreat                   ,25.0,50.0, Canada        ,2020,4,12,19,tranquil moments by the ocean serenity washing over a peaceful retreat within the waves embrace,neutral,95,15,75.0,2
217,219," Exploring new horizons with the spark of curiosity, an adventurer in the vast landscape of knowledge. ", Curiosity       ,15/04/2022 08:45, HorizonExplorer   , Facebook , #Curiosity #NewHorizons                  ,22.0,45.0, India         ,2022,4,15,8,exploring new horizons with the spark of curiosity an adventurer in the vast landscape of knowledge,neutral,99,16,67.0,2
218,220," Drifting through the day with a nonchalant demeanor, embracing the art of indifference. ", Indifference    ,10/02/2023 17:00, NonchalantSpirit  , Twitter  , #Indifference #DriftingThroughLife       ,9.0,18.0, UK            ,2023,2,10,17,drifting through the day with a nonchalant demeanor embracing the art of indifference,neutral,85,13,27.0,2
219,221," Wrestling with thoughts, a perplexed mind lost in the labyrinth of life's complexities. ", Confusion       ,05/08/2020 12:15, ComplexThinker    , Instagram , #Confusion #PerplexedMind                ,14.0,28.0, Australia    ,2020,8,5,12,wrestling with thoughts a perplexed mind lost in the labyrinth of lifes complexities,neutral,84,13,42.0,2
220,222," Immersed in a state of emotional numbness, a shield against the storm of daily struggles. ", Numbness        ,01/12/2021 15:30, ShieldedHeart     , Facebook , #Numbness #EmotionalShield               ,10.0,20.0, USA          ,2021,12,1,15,immersed in a state of emotional numbness a shield against the storm of daily struggles,neutral,87,15,30.0,2
221,223," A melancholic symphony playing in the background, the soundtrack of a wistful heart. ", Melancholy      ,25/03/2019 21:00, SymphonySoul      , Twitter  , #Melancholy #WistfulHeart                ,13.0,26.0, Canada        ,2019,3,25,21,a melancholic symphony playing in the background the soundtrack of a wistful heart,neutral,82,13,39.0,2
222,224," Flipping through the pages of an old yearbook, nostalgia painting smiles and tears on my face. ", Nostalgia       ,18/06/2017 14:45, YearbookExplorer  , Instagram , #Nostalgia #YearbookMemories            ,12.0,25.0, India         ,2017,6,18,14,flipping through the pages of an old yearbook nostalgia painting smiles and tears on my face,neutral,92,16,37.0,2
223,225," Torn between opposing emotions, an ambivalence that colors my decisions with shades of uncertainty. ", Ambivalence     ,08/07/2022 11:30, DecisiveDilemma   , Facebook , #Ambivalence #ShadesOfUncertainty       ,15.0,30.0, Australia    ,2022,7,8,11,torn between opposing emotions an ambivalence that colors my decisions with shades of uncertainty,neutral,97,14,45.0,2
224,226," Embracing life's imperfections, finding acceptance in the journey, scars and all. ", Acceptance      ,15/05/2023 16:20, ImperfectHarmony  , Twitter  , #Acceptance #ImperfectJourney            ,18.0,36.0, Canada        ,2023,5,15,16,embracing lifes imperfections finding acceptance in the journey scars and all,neutral,77,11,54.0,2
225,227," A fiery determination burning within, fueled by the vision of reaching unparalleled heights. ", Determination   ,10/09/2021 14:45, VisionarySpirit   , Instagram , #Determination #UnparalleledHeights      ,20.0,40.0, UK            ,2021,9,10,14,a fiery determination burning within fueled by the vision of reaching unparalleled heights,neutral,90,13,60.0,2
226,228," Basking in the serenity of a quiet forest, where the whispers of nature bring peace to the soul. ", Serenity        ,28/02/2020 18:30, ForestDreamer     , Facebook , #Serenity #NatureWhispers                ,25.0,50.0, USA          ,2020,2,28,18,basking in the serenity of a quiet forest where the whispers of nature bring peace to the soul,neutral,94,18,75.0,2
227,231," Indifferent to the noise of the world, a silent observer in the midst of life's cacophony. ", Indifference    ,10/03/2023 16:30, SilentSpectator   , Instagram , #Indifference #SilentObserver            ,9.0,18.0, India         ,2023,3,10,16,indifferent to the noise of the world a silent observer in the midst of lifes cacophony,neutral,87,16,27.0,2
228,232," Navigating through the labyrinth of thoughts, confusion a constant companion in the maze of ideas. ", Confusion       ,02/05/2021 11:45, MazeNavigator     , Facebook , #Confusion #ThoughtLabyrinth              ,14.0,28.0, Australia    ,2021,5,2,11,navigating through the labyrinth of thoughts confusion a constant companion in the maze of ideas,neutral,96,15,42.0,2
229,233," An impenetrable numbness shields me from the emotional storms, a fortress of stoic resilience. ", Numbness        ,18/10/2019 14:30, ResilientFortress , Twitter  , #Numbness #StoicResilience               ,11.0,22.0, UK            ,2019,10,18,14,an impenetrable numbness shields me from the emotional storms a fortress of stoic resilience,neutral,92,14,33.0,2
230,234," Melancholy painting the world in hues of nostalgia, a canvas of bittersweet memories. ", Melancholy      ,05/01/2020 20:00, CanvasDreamer     , Instagram , #Melancholy #BittersweetMemories         ,13.0,26.0, USA          ,2020,1,5,20,melancholy painting the world in hues of nostalgia a canvas of bittersweet memories,neutral,83,13,39.0,2
231,235," A journey into the past, flipping through the pages of an old diary, nostalgia taking the lead. ", Nostalgia       ,10/08/2018 15:45, DiaryExplorer     , Facebook , #Nostalgia #DiaryJourney                 ,12.0,25.0, Canada        ,2018,8,10,15,a journey into the past flipping through the pages of an old diary nostalgia taking the lead,neutral,92,17,37.0,2
232,236," Ambivalence clouding decisions, caught in the crossroads of conflicting emotions. ", Ambivalence     ,15/01/2022 10:30, CrossroadsTraveler , Twitter  , #Ambivalence #ConflictingEmotions        ,15.0,30.0, India         ,2022,1,15,10,ambivalence clouding decisions caught in the crossroads of conflicting emotions,neutral,79,10,45.0,2
233,237," Embracing imperfections, finding acceptance in the mosaic of life's beautiful chaos. ", Acceptance      ,20/07/2021 16:20, MosaicDreamer     , Instagram , #Acceptance #BeautifulChaos              ,18.0,36.0, Australia     ,2021,7,20,16,embracing imperfections finding acceptance in the mosaic of lifes beautiful chaos,neutral,81,11,54.0,2
234,238," Determination as the driving force, propelling me forward on the path to extraordinary achievements. ", Determination   ,03/12/2019 13:45, PathfinderSpirit  , Facebook , #Determination #ExtraordinaryPath        ,20.0,40.0, USA          ,2019,12,3,13,determination as the driving force propelling me forward on the path to extraordinary achievements,neutral,98,14,60.0,2
235,239," Seeking serenity in the melody of raindrops, a tranquil escape from the noise of everyday life. ", Serenity        ,12/04/2020 19:30, RaindropHarmony   , Twitter  , #Serenity #RaindropMelody                ,25.0,50.0, Canada        ,2020,4,12,19,seeking serenity in the melody of raindrops a tranquil escape from the noise of everyday life,neutral,93,16,75.0,2
236,240," Curiosity driving the exploration of the unknown, a seeker of knowledge in uncharted territories. ", Curiosity       ,08/05/2022 08:45, SeekerOfUnknowns  , Instagram , #Curiosity #SeekerOfKnowledge            ,22.0,45.0, UK            ,2022,5,8,8,curiosity driving the exploration of the unknown a seeker of knowledge in uncharted territories,neutral,95,14,67.0,2
237,241," Drifting through the day with an air of nonchalance, indifferent to the trivialities of life. ", Indifference    ,22/02/2023 17:00, NonchalantWanderer, Facebook , #Indifference #DriftingThroughLife       ,9.0,18.0, India         ,2023,2,22,17,drifting through the day with an air of nonchalance indifferent to the trivialities of life,neutral,91,15,27.0,2
238,242," Lost in the labyrinth of thoughts, confusion casting shadows on the quest for clarity. ", Confusion       ,05/06/2020 12:15, ShadowedSeeker    , Twitter  , #Confusion #LabyrinthOfThoughts          ,14.0,28.0, Australia    ,2020,6,5,12,lost in the labyrinth of thoughts confusion casting shadows on the quest for clarity,neutral,84,14,42.0,2
239,243," Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence. ", Numbness        ,30/11/2021 15:30, TurbulentShield   , Instagram , #Numbness #EmotionalStorms               ,10.0,20.0, Canada        ,2021,11,30,15,wrapped in the cloak of emotional numbness a shield against the storms of lifes turbulence,neutral,90,15,30.0,2
240,244," Melancholy as a companion, painting the canvas of life with the brushstrokes of wistful yearning. ", Melancholy      ,25/02/2019 21:00, WistfulPainter    , Facebook , #Melancholy #WistfulYearning             ,13.0,26.0, UK            ,2019,2,25,21,melancholy as a companion painting the canvas of life with the brushstrokes of wistful yearning,neutral,95,15,39.0,2
241,245," Leafing through the pages of an old photo album, nostalgia weaving tales of laughter and tears. ", Nostalgia       ,18/05/2017 14:45, TaleWeaver        , Twitter  , #Nostalgia #PhotoAlbumStories            ,12.0,25.0, USA          ,2017,5,18,14,leafing through the pages of an old photo album nostalgia weaving tales of laughter and tears,neutral,93,16,37.0,2
242,246," Ambivalence in the air, caught between the crossroads of conflicting emotions and decisions. ", Ambivalence     ,05/08/2022 11:30, CrossroadsExplorer, Instagram , #Ambivalence #CrossroadsConfusion        ,15.0,30.0, Canada        ,2022,8,5,11,ambivalence in the air caught between the crossroads of conflicting emotions and decisions,neutral,90,13,45.0,2
243,247," Embracing the beauty in imperfections, finding acceptance in the mosaic of life's unpredictable art. ", Acceptance      ,15/06/2023 16:20, MosaicArtist      , Facebook , #Acceptance #UnpredictableArt            ,18.0,36.0, Australia    ,2023,6,15,16,embracing the beauty in imperfections finding acceptance in the mosaic of lifes unpredictable art,neutral,97,14,54.0,2
244,248," Determination ablaze, forging a path through challenges, sculpting dreams into tangible realities. ", Determination   ,10/10/2021 14:45, DreamSculptor     , Twitter  , #Determination #SculptingDreams          ,20.0,40.0, UK            ,2021,10,10,14,determination ablaze forging a path through challenges sculpting dreams into tangible realities,neutral,95,12,60.0,2
245,249," Immerse in the serenity of a moonlit night, where the quiet whispers of nature bring peace to the soul. ", Serenity        ,12/05/2020 19:30, MoonlitSoul       , Instagram , #Serenity #MoonlitPeace                  ,25.0,50.0, USA          ,2020,5,12,19,immerse in the serenity of a moonlit night where the quiet whispers of nature bring peace to the soul,neutral,101,19,75.0,2
246,250," Fueled by curiosity, venturing into uncharted realms, a fearless explorer of the mysteries of the world. ", Curiosity       ,01/12/2022 09:15, FearlessExplorer  , Facebook , #Curiosity #FearlessExplorer              ,22.0,44.0, India         ,2022,12,1,9,fueled by curiosity venturing into uncharted realms a fearless explorer of the mysteries of the world,neutral,101,16,66.0,2
247,251,"Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence. ", Numbness ,30/11/2021 15:30, TurbulentShield , Instagram , #Numbness #EmotionalStorms ,10.0,20.0, Canada ,2021,11,30,15,wrapped in the cloak of emotional numbness a shield against the storms of lifes turbulence,neutral,90,15,30.0,2
248,252," Dancing through life with the exuberance of a carefree spirit, embracing joy and zest at every turn. ", Zest ,12/07/2018 17:45, JoyfulDancer , Twitter , #Zest #CarefreeSpirit ,15.0,30.0, USA ,2018,7,12,17,dancing through life with the exuberance of a carefree spirit embracing joy and zest at every turn,neutral,98,17,45.0,2
249,253," Basking in the golden glow of contentment, a serene river flowing through the landscape of the heart. ", Contentment ,05/09/2020 20:10, SereneBasker , Facebook , #Contentment #GoldenGlow ,18.0,36.0, Australia ,2020,9,5,20,basking in the golden glow of contentment a serene river flowing through the landscape of the heart,neutral,99,17,54.0,2
250,254," Gazing towards the horizon with hopeful eyes, painting a canvas of dreams illuminated by the sun of optimism. ", Hopeful ,18/04/2022 08:00, DreamPainter , Instagram , #Hopeful #CanvasOfDreams ,12.0,24.0, India ,2022,4,18,8,gazing towards the horizon with hopeful eyes painting a canvas of dreams illuminated by the sun of optimism,neutral,107,18,36.0,2
251,255," Standing tall, proud as an oak, the branches of achievement reaching towards the sky of accomplishment. ", Proud ,10/12/2019 12:20, OakAchiever , Twitter , #Proud #BranchesOfAchievement ,25.0,50.0, Canada ,2019,12,10,12,standing tall proud as an oak the branches of achievement reaching towards the sky of accomplishment,neutral,100,16,75.0,2
252,256," A heart overflowing with gratitude, a garden where appreciation blooms in the soil of kindness and connection. ", Grateful ,28/02/2023 09:45, HeartGardener , Facebook , #Grateful #BlossomingConnection ,20.0,40.0, USA ,2023,2,28,9,a heart overflowing with gratitude a garden where appreciation blooms in the soil of kindness and connection,neutral,108,17,60.0,2
253,257," Extending a hand, empathetic threads weaving a tapestry of understanding, embracing the joys and sorrows of others. ", Empathetic ,03/04/2018 14:15, ThreadWeaver , Instagram , #Empathetic #TapestryOfUnderstanding ,15.0,30.0, UK ,2018,4,3,14,extending a hand empathetic threads weaving a tapestry of understanding embracing the joys and sorrows of others,neutral,112,17,45.0,2
254,258," Compassionate clouds, heavy with care, showering empathy on the parched grounds of human suffering. ", Compassionate ,20/06/2022 10:30, CloudCaretaker , Twitter , #Compassionate #ShowerOfEmpathy ,18.0,36.0, Australia ,2022,6,20,10,compassionate clouds heavy with care showering empathy on the parched grounds of human suffering,neutral,96,14,54.0,2
255,259," Playfully dancing in the rain of laughter, a whimsical spirit twirling in the puddles of joy and lightheartedness. ", Playful ,08/07/2020 18:00, RainDancer , Facebook , #Playful #DanceInTheRain ,22.0,44.0, Canada ,2020,7,8,18,playfully dancing in the rain of laughter a whimsical spirit twirling in the puddles of joy and lightheartedness,neutral,112,18,66.0,2
256,260," Soaring on the wings of a free spirit, unburdened by the chains of conformity, painting the sky with independence. ", Free-spirited ,15/08/2021 11:10, SkyPainter , Instagram , #FreeSpirit #PaintingTheSky ,20.0,40.0, India ,2021,8,15,11,soaring on the wings of a free spirit unburdened by the chains of conformity painting the sky with independence,neutral,111,19,60.0,2
257,261," Bathed in the glow of inspiration, a creative phoenix rising from the ashes of ordinary thoughts to explore new realms. ", Inspired ,25/10/2019 16:50, PhoenixExplorer , Twitter , #Inspired #CreativePhoenix ,15.0,30.0, UK ,2019,10,25,16,bathed in the glow of inspiration a creative phoenix rising from the ashes of ordinary thoughts to explore new realms,neutral,117,20,45.0,2
258,262," Navigating the sea of hope, sailing towards the sunrise of possibilities, confident in the ship of positive anticipation. ", Hopeful ,05/10/2023 07:30, SunriseNavigator , Facebook , #Hopeful #SunriseOfPossibilities ,12.0,24.0, USA ,2023,10,5,7,navigating the sea of hope sailing towards the sunrise of possibilities confident in the ship of positive anticipation,neutral,118,18,36.0,2
259,263," Striding with confidence, footprints of self-assuredness imprinted on the sands of challenges conquered and victories claimed. ", Confident ,15/02/2022 13:15, SandStrider , Instagram , #Confident #FootprintsOfAssuredness ,25.0,50.0, Australia ,2022,2,15,13,striding with confidence footprints of selfassuredness imprinted on the sands of challenges conquered and victories claimed,neutral,123,16,75.0,2
260,264," Lost in the symphony of the night, a moonlit serenade that whispers tales of wanderlust and moonlit dreams. ", Serenity ,08/05/2021 22:00, NightSerenader , Twitter , #Serenity #MoonlitSerenade ,13.0,26.0, Canada ,2021,5,8,22,lost in the symphony of the night a moonlit serenade that whispers tales of wanderlust and moonlit dreams,neutral,105,18,39.0,2
261,265," Unveiling the layers of curiosity, a labyrinth of questions leading to the treasure troves of undiscovered knowledge. ", Curiosity ,29/11/2020 14:45, KnowledgeSeeker , Instagram , #Curiosity #LabyrinthOfQuestions ,17.0,34.0, USA ,2020,11,29,14,unveiling the layers of curiosity a labyrinth of questions leading to the treasure troves of undiscovered knowledge,neutral,115,17,51.0,2
262,266," In the embrace of the autumn breeze, leaves of ambivalence dancing in a waltz between choices and uncertainties. ", Ambivalence ,14/09/2019 10:20, BreezeWaltzer , Facebook , #Ambivalence #AutumnWaltz ,14.0,28.0, UK ,2019,9,14,10,in the embrace of the autumn breeze leaves of ambivalence dancing in a waltz between choices and uncertainties,neutral,110,18,42.0,2
